,name,appid,developers,publishers,price,is_free,platforms,release_date,required_age,n_languages,n_packages,has_website,achievements,categories,genres,positive_ratings,negative_ratings,owners,average_playtime,median_playtime,ccu,tags
79,Musaic Box,29130,KranX Productions,KranX Productions,$4.99 ,0,Windows,3/19/2009,0,2,2,0,0,Single-player,Indie; Casual,192,14,20000 - 50000,9,9,1,Indie; Casual; Music; Puzzle; Point & Click
80,Osmos,29180,Hemisphere Games,Hemisphere Games,$9.99 ,0,Windows; Mac; Linux,8/18/2009,0,5,1,1,11,Single-player; Steam Achievements,Casual; Indie,911,110,200000 - 500000,100,94,4,Indie; Casual; Puzzle; Relaxing; Singleplayer; Physics; Great Soundtrack; Ambient; Atmospheric; 2D; Difficult; Minimalist; Space; Procedural Generation; Arcade; Sci-fi; Science; Strategy; Education; Simulation
81,Iron Grip: Warlord,31700,ISOTX,ISOTX,0,0,Windows,12/5/2008,0,1,0,1,18,Single-player; Multi-player; Co-op; Steam Achievements,Action; Indie,327,53,100000 - 200000,0,0,3,Action; Indie; Tower Defense; FPS; Co-op; Steampunk; Multiplayer
82,Raycatcher,32000,Thinking Studios; Slam Dunk Studios,Thinking Studios,$4.99 ,0,Windows,4/17/2009,0,1,1,1,0,Single-player,Indie; Casual,0,13,0 - 20000,0,0,0,Indie; Casual
83,Everyday Genius: SquareLogic,32150,TrueThought,TrueThought,$4.99 ,0,Windows,10/21/2009,0,1,1,1,24,Single-player; Steam Achievements; Steam Cloud; Stats; Steam Leaderboards,Casual; Indie; Strategy,323,7,0 - 20000,0,0,6,Puzzle; Casual; Indie; Strategy; Logic; Relaxing; Addictive; Masterpiece
84,Metal Drift,32200,Black Jacket Studios,Black Jacket Studios,$9.99 ,0,Windows,10/22/2009,0,1,2,1,28,Single-player; Multi-player; Steam Achievements,Action; Indie; Racing; Sports,80,44,20000 - 50000,0,0,1,Action; Indie; Racing; Sports; Multiplayer
85,Lucidity™,32410,LucasArts,LucasArts; Lucasfilm; Disney,$5.99 ,0,Windows,10/7/2009,0,3,1,1,12,Single-player; Steam Achievements; Partial Controller Support; Steam Leaderboards,Casual,38,15,20000 - 50000,0,0,1,Casual; Platformer; Puzzle; Indie; Female Protagonist
86,Restaurant Empire II,32900,Enlight Software Limited,Enlight Software Limited,$19.99 ,0,Windows,5/27/2009,0,2,1,1,0,Single-player,Casual; Indie; Simulation; Strategy,140,66,50000 - 100000,92,92,8,Simulation; Management; Casual; Strategy; Indie; Economy
87,Alien Shooter,33100,Sigma Team Inc.,Sigma Team Inc.,$4.99 ,0,Windows,5/27/2009,0,2,2,1,17,Single-player; Steam Achievements; Steam Trading Cards; Steam Cloud; Steam Leaderboards,Action; Indie; RPG,1194,103,200000 - 500000,104,126,17,Action; Shooter; Indie; RPG; Top-Down; Top-Down Shooter; Isometric; Singleplayer; Aliens; Classic; Gore; Sci-fi; Atmospheric; Masterpiece
88,Zombie Shooter,33130,Sigma Team Inc.,Sigma Team Inc.,$4.99 ,0,Windows,5/27/2009,0,2,2,1,0,Single-player,Action; Indie; RPG,472,85,100000 - 200000,127,182,3,Action; Zombies; Indie; RPG; Shooter; Top-Down; Isometric; Singleplayer; Gore; Top-Down Shooter; Horror
89,Zombie Shooter 2,33180,Sigma Team Inc.,Sigma Team Inc.,$9.99 ,0,Windows,11/18/2009,0,2,1,1,0,Single-player,Action; Indie; RPG,343,98,100000 - 200000,119,230,3,Action; Zombies; Indie; RPG; Shooter; Top-Down Shooter; Gore; Isometric; Singleplayer; Top-Down
90,Zeit²,33390,Brightside Games,Ubisoft,$9.99 ,0,Windows,1/12/2011,0,5,1,1,70,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards,Action; Indie,28,7,0 - 20000,0,0,0,Action; Indie; Shoot 'Em Up; Side Scroller; Time Manipulation
91,Ziro,33660,Kokakiki,Kalypso Media Digital,$4.99 ,0,Windows,5/28/2010,0,1,1,1,36,Single-player; Multi-player; Steam Achievements; Steam Leaderboards,Casual; Indie,23,7,0 - 20000,16,16,0,Casual; Indie; Puzzle
92,eversion,33680,Zaratustra Productions,Zaratustra Productions,$4.99 ,0,Windows; Mac; Linux,6/7/2010,0,1,1,1,14,Single-player; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Leaderboards,Indie,994,94,50000 - 100000,85,85,1,Platformer; Indie; Horror; Short; Lovecraftian; 2D; Singleplayer; Pixel Graphics; Dark; Cute; Puzzle; Retro; Multiple Endings; Side Scroller; Difficult; Psychological Horror; Atmospheric; Colorful
93,Light of Altair,34500,SaintXi,SaintXi,$14.99 ,0,Windows,6/4/2009,0,1,1,1,30,Single-player; Steam Achievements,Indie; Simulation; Strategy,32,7,20000 - 50000,0,0,0,Strategy; Indie; Simulation; Space; Sci-fi; RTS
94,Razor2: Hidden Skies,34920,Invent4 Entertainment,Strategy First,$9.99 ,0,Windows,7/19/2010,0,1,1,1,10,Single-player; Steam Achievements; Partial Controller Support; Steam Leaderboards,Action; Casual; Indie,50,156,20000 - 50000,0,0,0,Action; Indie; Casual; Shoot 'Em Up; Arcade; Bullet Hell; Shooter
95,The Ball,35460,Teotl Studios,Tripwire Interactive,$9.99 ,0,Windows,10/26/2010,17,9,1,1,17,Single-player; Steam Achievements; Partial Controller Support; Stats; Steam Leaderboards,Action; Adventure; Indie,648,216,200000 - 500000,149,48,1,Puzzle; Action; Indie; Adventure; First-Person; Physics; Singleplayer; FPS; Horror
96,Dwarfs!?,35480,Power of 2,Tripwire Interactive,$9.99 ,0,Windows; Mac; Linux,5/4/2011,0,1,1,1,29,Single-player; Steam Achievements; Stats; Steam Leaderboards,Strategy; Indie; Casual,660,198,200000 - 500000,67,55,5,Strategy; Indie; Casual; 2D; Tower Defense; Fantasy; Singleplayer; Arcade; Mining
97,Trine Enchanted Edition,35700,Frozenbyte,Frozenbyte,$14.99 ,0,Windows; Mac; Linux,7/2/2009,0,5,2,1,33,Single-player; Multi-player; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Steam Cloud; Includes level editor; Remote Play on Phone; Remote Play on Tablet; Remote Play on TV; Remote Play Together,Action; Adventure; Indie,10302,437,1000000 - 2000000,270,181,67,Platformer; Fantasy; Puzzle; Indie; Action; Co-op; Local Co-Op; Adventure; Puzzle-Platformer; Great Soundtrack; Beautiful; Singleplayer; Online Co-Op; Multiplayer; Physics; Atmospheric; Casual; Local Multiplayer; 2D; Female Protagonist
98,Trine 2: Complete Story,35720,Frozenbyte,Frozenbyte,$19.99 ,0,Windows; Mac; Linux,6/6/2013,0,15,5,1,97,Single-player; Multi-player; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Steam Cloud; Includes level editor; Remote Play on Phone; Remote Play on Tablet; Remote Play on TV; Remote Play Together,Action; Adventure; Indie,17344,757,2000000 - 5000000,288,145,109,Puzzle-Platformer; Platformer; Adventure; 2D Platformer; Puzzle; Co-op; Fantasy; Indie; Online Co-Op; Local Co-Op; Action; Beautiful; Physics; Multiplayer; Great Soundtrack; Singleplayer; Atmospheric; 2D; RPG; Casual
99,Foreign Legion: Buckets of Blood,36000,Sakari Games,Sakari Games,$4.99 ,0,Windows; Mac,8/4/2009,0,6,2,1,23,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud,Action; Indie,183,115,50000 - 100000,0,0,0,Action; Indie; Third Person; Shooter
100,The Void,37000,Ice-Pick Lodge,Ice-Pick Lodge,$9.99 ,0,Windows,12/15/2009,0,4,1,1,0,Single-player; Steam Trading Cards,Nudity; Action; Adventure,645,144,100000 - 200000,154,230,2,Surreal; Nudity; Adventure; Dark; Survival; First-Person; Atmospheric; Difficult; Masterpiece; Horror; Singleplayer; Story Rich; Action; Indie; Mature; Resource Management; Strategy; Dark Fantasy; Soundtrack; Open World
101,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,Size Five Games,Size Five Games,$0.84 ,0,Windows,8/25/2009,0,1,1,1,0,Single-player,Adventure; Indie,509,121,200000 - 500000,1,2,3,Point & Click; Adventure; Comedy; Indie; 2D; Singleplayer; Funny; Time Travel; Retro; 1990's; Cult Classic; Classic; Puzzle; Hand-drawn
102,Magnetis ,37500,Yullaby,Yullaby,$1.99 ,0,Windows,11/5/2009,0,5,1,1,40,Single-player; Multi-player; Co-op; Steam Achievements; Steam Leaderboards,Indie; Casual,31,9,0 - 20000,0,0,0,Indie; Casual; Puzzle
103,Windosill,37600,Vectorpark,Vectorpark,$2.99 ,0,Windows; Mac,9/25/2009,0,1,1,1,0,Single-player,Adventure; Casual; Indie,855,87,100000 - 200000,30,30,1,Casual; Point & Click; Indie; Short; Puzzle; Adventure; Family Friendly; Surreal; Atmospheric; Singleplayer; Cute; Beautiful; Masterpiece
104,Quantz,37800,Gamerizon,Gamerizon,$9.99 ,0,Windows; Mac,9/3/2009,0,7,1,1,15,Single-player; Steam Achievements; Steam Cloud; Stats; Steam Leaderboards,Indie; Casual,25,13,20000 - 50000,0,0,0,Indie; Casual; Puzzle
105,Faerie Solitaire,38600,Subsoap,Subsoap,$9.99 ,0,Windows; Mac,9/17/2010,0,1,2,1,30,Single-player; Steam Achievements; Steam Trading Cards,Casual; Indie,2212,213,200000 - 500000,212,222,6,Card Game; Casual; Indie; Solitaire; Puzzle; Singleplayer; Fantasy; Mouse only; Family Friendly; Addictive; 2D; Cute; Touch-Friendly; Relaxing
106,Toki Tori,38700,Two Tribes,Two Tribes Publishing,$4.99 ,0,Windows; Mac; Linux,1/28/2010,0,6,1,1,38,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Includes level editor,Casual; Indie,1718,244,200000 - 500000,153,242,3,Puzzle; Indie; Casual; Platformer; Cute; Singleplayer; 2D; Family Friendly; Difficult; Puzzle-Platformer; Action; Adventure; Level Editor
107,RUSH,38720,Two Tribes,Two Tribes Publishing,$0.99 ,0,Windows; Mac; Linux,12/3/2010,0,6,1,1,25,Single-player; Steam Achievements; Steam Cloud,Casual; Indie; Strategy,1096,121,200000 - 500000,93,139,1,Puzzle; Indie; Casual; Singleplayer; Strategy; Abstract; Colorful
108,EDGE,38740,Two Tribes,Two Tribes Publishing,$6.99 ,0,Windows; Mac; Linux,8/11/2011,0,11,1,1,47,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Steam Leaderboards,Action; Indie,1789,152,200000 - 500000,67,81,2,Puzzle-Platformer; Puzzle; Indie; Action; Platformer; Great Soundtrack; Singleplayer; Isometric; Casual; Abstract; 3D Platformer; Time Attack; Retro; Minimalist; Difficult
109,Nation Red,39800,DiezelPower,DiezelPower,$1.99 ,0,Windows; Mac; Linux,9/3/2009,0,10,2,1,145,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards; Remote Play Together,Action; Indie,2197,290,200000 - 500000,222,340,3,Zombies; Action; Indie; Top-Down Shooter; Online Co-Op; Survival; Twin Stick Shooter; Co-op; Local Co-Op; Top-Down; Multiplayer; Gore; Addictive; Arcade; 4 Player Local; Horror; Shoot 'Em Up; Blood; Singleplayer; Shooter
110,AI War: Fleet Command,40400,"Arcen Games, LLC","Arcen Games, LLC",$9.99 ,0,Windows; Mac; Linux,10/21/2009,0,1,2,1,322,Single-player; Multi-player; Co-op; Cross-Platform Multiplayer; Steam Achievements; Steam Trading Cards,Indie; Strategy,1182,217,200000 - 500000,218,233,7,Strategy; RTS; Space; Indie; Sci-fi; Co-op; 4X; Grand Strategy; Difficult; Tactical; Great Soundtrack; Singleplayer; Multiplayer; Tower Defense; Simulation; 2D; Replay Value; Real-Time with Pause; Cult Classic; Classic
111,Tidalis,40420,"Arcen Games, LLC","Arcen Games, LLC",$4.99 ,0,Windows; Mac; Linux,7/16/2010,0,1,1,1,64,Single-player; Multi-player; Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Includes level editor; Remote Play Together,Casual; Indie,137,67,100000 - 200000,9,10,0,Casual; Indie; Puzzle; Match 3; Multiplayer; Co-op; Family Friendly; Colorful; Singleplayer; 2D; Local Multiplayer; Level Editor; Funny; Split Screen; Replay Value; Surreal; Retro; Difficult; Cute; Relaxing
112,Sacraboar,40500,Makivision Games,Makivision Games,$2.99 ,0,Windows,11/6/2009,0,2,1,1,51,Single-player; Multi-player; Steam Achievements; Steam Cloud,Action; Strategy; Indie,14,45,20000 - 50000,36,36,0,Strategy; Action; Indie; RTS
113,Machinarium,40700,Amanita Design,Amanita Design,$14.99 ,0,Windows; Mac,10/16/2009,0,15,2,1,12,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards; Remote Play on TV,Adventure; Indie,6472,320,500000 - 1000000,185,155,36,Point & Click; Puzzle; Adventure; Indie; Great Soundtrack; Steampunk; Singleplayer; Atmospheric; Robots; 2D; Hand-drawn; Masterpiece; Story Rich; Classic; Cute; Stylized; Casual; Beautiful; Family Friendly; Touch-Friendly
114,Samorost 2,40720,Amanita Design,Amanita Design,$4.99 ,0,Windows,12/10/2009,0,1,1,1,0,Single-player,Adventure; Casual; Indie,791,166,200000 - 500000,10,10,4,Adventure; Point & Click; Puzzle; Indie; Great Soundtrack; Singleplayer; Classic; Retro; 1990's; Cult Classic; 2D; Casual; Masterpiece
115,The Misadventures of P.B. Winterbottom,40930,The Odd Gentlemen,2K,$4.99 ,0,Windows,4/20/2010,0,5,1,1,12,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Steam Leaderboards,Adventure; Indie,337,46,100000 - 200000,36,36,0,Indie; Puzzle; Platformer; Adventure; Time Manipulation; Puzzle-Platformer; 2D; Comedy; Great Soundtrack
116,Serious Sam HD: The First Encounter,41000,Croteam,Devolver Digital,$14.99 ,0,Windows,11/24/2009,17,6,1,1,35,Single-player; Multi-player; PvP; Online PvP; Shared/Split Screen PvP; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Cloud; Steam Leaderboards; Remote Play Together,Action; Indie,4473,284,1000000 - 2000000,193,172,24,FPS; Action; Co-op; Shooter; Multiplayer; Gore; Comedy; Online Co-Op; Indie; Classic; First-Person; Old School; Aliens; Singleplayer; Funny; Difficult; Adventure; Colorful; Remake; Sci-fi
117,Serious Sam HD: The Second Encounter,41014,Croteam,Devolver Digital,$19.99 ,0,Windows,4/28/2010,0,6,1,1,0,Single-player; Multi-player; PvP; Online PvP; Shared/Split Screen PvP; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Workshop; Steam Cloud; Steam Leaderboards; Includes level editor; Remote Play Together,Action; Indie,265,21,0 - 20000,0,0,0,FPS; Action; Co-op; Shooter; Comedy; Multiplayer; Indie; Online Co-Op; Classic; Gore; Singleplayer; Cult Classic; Great Soundtrack; First-Person; Remake; Aliens; Sci-fi; Funny; Masterpiece; Colorful
118,Serious Sam Classic: The First Encounter,41050,Croteam,Devolver Digital,$5.99 ,0,Windows,8/30/2019,0,1,3,1,0,Single-player; Multi-player; Co-op; Shared/Split Screen; Includes level editor; Remote Play Together,Action; Indie,1627,47,20000 - 50000,470,51,20,Action; FPS; Classic; Shooter; Indie; Co-op; Comedy; Local Co-Op; Singleplayer; Multiplayer; Gore; First-Person; Sci-fi; Great Soundtrack; Split Screen; Masterpiece; Adventure; Difficult; Funny; Atmospheric
119,Serious Sam Classic: The Second Encounter,41060,Croteam,Devolver Digital,$5.99 ,0,Windows,8/30/2019,0,1,3,1,0,Single-player; Multi-player; Co-op; Shared/Split Screen; Includes level editor; Remote Play Together,Action; Indie,934,31,0 - 20000,944,1823,16,Action; FPS; Classic; Indie; Shooter; Co-op; First-Person; Gore; Multiplayer; Comedy; Old School; Great Soundtrack; Singleplayer; Masterpiece; Split Screen; Adventure; Sci-fi; Local Co-Op; Funny; Difficult
120,Serious Sam 3: BFE,41070,Croteam,Devolver Digital,$39.99 ,0,Windows; Mac; Linux,11/22/2011,0,9,1,1,62,Single-player; Multi-player; PvP; Online PvP; Shared/Split Screen PvP; Co-op; Online Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Steam Cloud; Steam Leaderboards; Includes level editor; Remote Play on TV; Remote Play Together,Action; Indie,17328,2126,2000000 - 5000000,290,211,129,FPS; Action; Gore; Co-op; Comedy; Online Co-Op; Aliens; First-Person; Shooter; Multiplayer; Old School; Local Co-Op; Indie; Split Screen; Funny; Difficult; Singleplayer; Sci-fi; Adventure; Local Multiplayer
121,Hammerfight,41100,Konstantin Koshutin,KranX Productions,0,1,Windows; Mac; Linux,10/28/2009,0,1,1,1,0,Single-player,Action; Indie,1092,524,200000 - 500000,10,13,2,Action; Indie; Physics; Mouse only; 2D; Singleplayer; Multiple Endings; Experimental; Difficult; Steampunk; Fighting; Masterpiece; Local Multiplayer
122,Doom Rails,41400,"Dream Forge Entertainment, LLC","Dream Forge Entertainment, LLC",$2.99 ,0,Windows,11/4/2009,0,1,1,1,0,Single-player; Multi-player,Action; Indie,8,20,0 - 20000,0,0,0,Action; Indie
123,Torchlight,41500,Runic Games,Runic Games,$14.99 ,0,Windows; Mac,10/27/2009,0,1,2,1,66,Single-player; Steam Achievements; Steam Cloud; Includes level editor,RPG,4149,342,1000000 - 2000000,570,362,75,RPG; Action RPG; Hack and Slash; Dungeon Crawler; Fantasy; Singleplayer; Loot; Indie; Moddable; Action; Adventure; Magic; Cartoon; Isometric; Female Protagonist; Exploration; Steampunk; Co-op; Top-Down; Great Soundtrack
124,Tommy Tronic,41660,Oasis Games,Interplay Inc.,$9.99 ,0,Windows,10/28/2010,0,4,1,1,0,Single-player,Action; Adventure; Indie,8,7,0 - 20000,0,0,0,Action; Adventure; Indie
125,Death and the Fly,41680,Independent Programmist Group,Interplay Inc.,$9.99 ,0,Windows,5/23/2011,0,1,1,1,0,Single-player,Indie,3,9,0 - 20000,0,0,0,Indie
126,Ion Assault,41730,Coreplay,THQ Nordic,$9.99 ,0,Windows,11/17/2010,0,7,1,0,18,Single-player; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards,Action; Casual; Indie,93,41,50000 - 100000,81,81,0,Action; Indie; Casual; Arcade; Shooter; Shoot 'Em Up; Twin Stick Shooter; Bullet Hell
127,Gratuitous Space Battles,41800,Positech Games,Positech Games,$14.99 ,0,Windows; Mac; Linux,11/16/2009,0,1,2,1,0,Single-player; Multi-player; Steam Trading Cards,Indie; Simulation; Strategy,534,176,200000 - 500000,243,298,6,Strategy; Simulation; Indie; Sci-fi; Space; 2D; Sandbox; Building; Singleplayer; Moddable; Multiplayer
128,Trino,42000,Trinoteam,LoadComplete,$4.99 ,0,Windows,1/27/2011,0,1,1,0,37,Single-player; Steam Achievements; Partial Controller Support; Steam Leaderboards,Casual; Indie,8,5,0 - 20000,0,0,0,Indie; Casual
129,Hamilton's Great Adventure,42140,Fatshark,Fatshark,$9.99 ,0,Windows,5/31/2011,0,6,1,1,26,Single-player; Multi-player; Shared/Split Screen; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Cloud; Steam Leaderboards; Remote Play Together,Adventure; Casual; Indie,170,85,100000 - 200000,93,129,0,Adventure; Indie; Casual; Puzzle; Singleplayer; Puzzle-Platformer
130,Hamilton's Great Adventure - Retro Fever DLC,42147,Fatshark,Fatshark,$0.99 ,0,Windows,10/3/2011,0,6,1,1,0,Single-player; Multi-player; Shared/Split Screen; Steam Achievements; Partial Controller Support; Steam Cloud; Steam Leaderboards; Remote Play Together,Adventure; Casual; Indie,0,0,0 - 20000,0,0,0,Indie
131,Krater,42170,Fatshark,Fatshark,$1.49 ,0,Windows; Mac,6/12/2012,0,7,3,1,41,Single-player; Co-op; Steam Achievements; Steam Trading Cards; Steam Cloud,Action; Adventure; Indie; RPG; Strategy,442,339,100000 - 200000,198,219,1,RPG; Indie; Adventure; Action; Strategy; Post-apocalyptic; Action RPG; Party-Based RPG; Online Co-Op; Co-op; Singleplayer; Hack and Slash; Loot
132,DogFighter,42500,Dark Water Studios Ltd,Instinct Software Ltd.,$2.99 ,0,Windows,6/14/2010,0,1,2,1,29,Single-player; Multi-player; Co-op; Steam Achievements; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards,Action; Indie,239,157,200000 - 500000,10,10,0,Action; Indie; Flight; Arcade; Multiplayer
133,Magicka,42910,Arrowhead Game Studios,Paradox Interactive,$9.99 ,0,Windows,1/25/2011,0,7,1,1,88,Single-player; Multi-player; Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Trading Cards; Steam Leaderboards; Remote Play Together,Action; RPG,22259,2362,2000000 - 5000000,604,293,150,Comedy; Co-op; Action; Fantasy; Online Co-Op; Multiplayer; Magic; RPG; Adventure; Funny; Local Co-Op; 4 Player Local; Indie; Local Multiplayer; Difficult; Singleplayer; Masterpiece; Team-Based; Action RPG; Arcade
134,The Haunted: Hells Reach,43190,KTX Software,Signo & Arte,$8.99 ,0,Windows,10/24/2011,17,5,2,1,28,Single-player; Multi-player; Co-op; Steam Achievements; Partial Controller Support; Steam Leaderboards,Action; Indie,539,92,50000 - 100000,0,0,2,Action; Indie; Co-op; Gore; Third-Person Shooter; Zombies; Multiplayer; Horror; Shooter; Demons; Survival; Online Co-Op
135,Super Laser  Racer,44100,New Star Games Ltd,New Star Games Ltd,$4.99 ,0,Windows,2/18/2010,0,9,1,1,23,Single-player; Multi-player; Steam Achievements; Partial Controller Support,Action; Indie; Racing,75,11,20000 - 50000,0,0,1,Racing; Indie; Action
